source,platform_id,title,brand,model_number,price_usd,list_price_usd,rating,reviews_count,position,category,image_url,product_url,availability,recent_sales,is_bestseller,unit_price,collection,delivery_free,pickup_available,features,description,extract_date
amazon,B07S51S7T9,"SONOFF Smart Light Switch，2.4GHz WiFi Touch Smart Wall Switch for Lights, Works with Alexa and Google Home, RF433 Remote Interruptor Inteligente, Neutral Wire Required, 1 Gang 1 Way TX T3 Black",GE,,25.99,,4.6,914,8,Light Switches,https://m.media-amazon.com/images/I/41gUjTYellL._AC_UL320_.jpg,https://www.amazon.com/dp/B07S51S7T9,,,,,,,,,,6/6/25
amazon,B08YMYC8TD,"Leviton L1463-2C 15 Amp, 120 Volt, Toggle LED Illuminated 3-Way Switch, Residential Grade, Grounding, Clear",Leviton,,7.82,,4.5,210,9,Light Switches,https://m.media-amazon.com/images/I/61ez+a5N66L._AC_UL320_.jpg,https://www.amazon.com/dp/B08YMYC8TD,,100+ bought in past month,,,,,,,,6/6/25
amazon,B0D6YRMP1X,"YNF Smart Light Switch, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Compatible with Alexa and Google Home, Voice Control and Timer (4 Pack)",YNF Store,,28.17,7.04,4.5,90,10,Light Switches,https://m.media-amazon.com/images/I/61JY1fqGlTL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D6YRMP1X,,50+ bought in past month,,$7.04$7.04/count,,,,,,6/6/25
amazon,B08R9S8TDT,"Suraielec Wireless Remote Light Switch, No Wiring, No WiFi, 100ft RF Range, Pre-Programmed, Expandable Wireless Wall Switch and Receiver Kit, Remote Control Light Fixture for Lamp, Ceiling Light, Fan",GE,,12.99,17.99,4.2,1168,11,Light Switches,https://m.media-amazon.com/images/I/61IzvpVM7XL._AC_UL320_.jpg,https://www.amazon.com/dp/B08R9S8TDT,,500+ bought in past month,,,,,,,,6/6/25
amazon,B08562D7X8,"Enbrighten Almond Z-Wave Plus Smart Light Switch with QuickFit and SimpleWire, 3-Way Ready, Compatible with Alexa, Google Assistant, ZWave Hub Required, Repeater/Range Extender, Toggle, 14293",GE,,14.39,,4.2,311,12,Light Switches,https://m.media-amazon.com/images/I/91tD5iFYivL._AC_UL320_.jpg,https://www.amazon.com/dp/B08562D7X8,Only 3 left in stock - order soon.,100+ bought in past month,,,,,,,,6/6/25
amazon,B07X4Z69BV,"Nexete Smart Wi-Fi Double Light Switch, 2 in1 Single Pole Switch Compatible with Alexa Google Assistant & IFTTT,Remote Control, Timing Function No Hub Required (1-Pack Double)",Nexete Store,,20.97,,4.2,1382,13,Light Switches,https://m.media-amazon.com/images/I/31pRZa10MZL._AC_UL320_.jpg,https://www.amazon.com/dp/B07X4Z69BV,,50+ bought in past month,,,,,,,,6/6/25
amazon,B003AUCKLO,"Leviton 1221-PLR 20-Amp, 120 Volt, Toggle Pilot Light, Illuminated On, Req, Neutral Single-Pole AC Quiet Switch, Extra Heavy Duty Grade, Self Grounding, Red",Leviton,,17,19,4.6,443,14,Light Switches,https://m.media-amazon.com/images/I/61snNidX0sL._AC_UL320_.jpg,https://www.amazon.com/dp/B003AUCKLO,,50+ bought in past month,,,,,,,,6/6/25
amazon,B0BRDDFP2J,"UltraPro 700 Series Z-Wave In-Wall Smart Light Switch with QuickFit™ and SimpleWire™, White Toggle, Works with Google Assistant, Alexa, & SmartThings, Z-Wave Hub Required, Smart Home, 59368",UltraPro Store,,28,,4,42,16,Light Switches,https://m.media-amazon.com/images/I/816eljD3-mL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BRDDFP2J,,200+ bought in past month,,,,,,,,6/6/25
amazon,B0894KT8DC,"Meross 3 Way Smart Switch, Smart Light Switch Supports Apple HomeKit, Siri, Alexa, Google Assistant & SmartThings, 2.4Ghz WiFi Light Switch Neutral Wire Required, Remote Control Timer 1 Pack",meross Store,,20.79,25.99,4.4,1725,17,Light Switches,https://m.media-amazon.com/images/I/61ot5mu1DiL._AC_UL320_.jpg,https://www.amazon.com/dp/B0894KT8DC,,50+ bought in past month,,,,,,,,6/6/25
amazon,B0D2DRSXC1,"Leviton Decora Smart Switch Z-Wave 800 Series, ZW15S-1RW",Leviton,,43.99,,4.1,1357,18,Light Switches,https://m.media-amazon.com/images/I/51jFoKPJjvL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D2DRSXC1,,200+ bought in past month,,,,,,,,6/6/25
amazon,B08YMDL1KQ,"Leviton L5614-2W 15 Amp, 120/277 Volt, Decora LED Illuminated Rocker 4-Way AC Quiet Switch, Residential Grade, Grounding, White",Leviton,,26.69,34.06,4.5,203,19,Light Switches,https://m.media-amazon.com/images/I/51NQ1bDKr9L._AC_UL320_.jpg,https://www.amazon.com/dp/B08YMDL1KQ,,50+ bought in past month,,,,,,,,6/6/25
amazon,B08T1JBD9P,"Eva Logik Smart Toggle Light Switch, Single Pole & 3 Way, Dimmer, Aluminium Plate, 2.4G WiFi Dimmer Light Switch, Needs Neutral Wire, Works with Alexa/Google Home, No Hub Required, ETL and FCC Listed",EVA LOGIK Store,,27.99,,3.9,680,20,Light Switches,https://m.media-amazon.com/images/I/519p7RVck1L._AC_UL320_.jpg,https://www.amazon.com/dp/B08T1JBD9P,,50+ bought in past month,,,,,,,,6/6/25
amazon,B0DDL35WNV,"Ghome Smart Dimmer Switch Single Pole 2.4GHz Wi-Fi Light Switch Compatible With Alexa and Google Home, White 1 Pack",GHome Smart Store,,16.99,1.31,4.5,74,21,Light Switches,https://m.media-amazon.com/images/I/612+cSG6n6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0DDL35WNV,,100+ bought in past month,,$1.31$1.31/count,,,,,,6/6/25
amazon,B00E6KAIHK,"Lutron Claro 15 Amp On/Off 4-Way Switch, CA-4PS-LA, Light Almond",Lutron,,15.94,,4.6,378,22,Light Switches,https://m.media-amazon.com/images/I/61u3RINz66L._AC_UL320_.jpg,https://www.amazon.com/dp/B00E6KAIHK,,,,,,,,,,6/6/25
amazon,B000U3I0RM,"Leviton 5628-2W 20 Amp, 120 Volt, Decora Plus Rocker Pilot Light, Illuminated On, Req. Neutral Single-Pole AC Quiet Switch, Commercial Grade, Self Grounding, White",Leviton,,15.25,,4.6,775,23,Light Switches,https://m.media-amazon.com/images/I/515Qs8CgPJL._AC_UL320_.jpg,https://www.amazon.com/dp/B000U3I0RM,,200+ bought in past month,,,,,,,,6/6/25
amazon,B002NWTETQ,"Leviton 6526-W 15-Amp 120V AC Combination Decora Switch with LED Guide Light, White",Leviton,,15.95,16.95,4.5,547,24,Light Switches,https://m.media-amazon.com/images/I/51wZ0mU59tL._AC_UL320_.jpg,https://www.amazon.com/dp/B002NWTETQ,,,,,,,,,,6/6/25
amazon,B08JV93V5X,"(50 Pack) CML Decorator Wall Light Switch, Single Pole Switch, 15A 120/277V, 3-Year Warranty, White",CML Hardware Store,,69.34,1.39,4.5,279,2,Light Switches,https://m.media-amazon.com/images/I/716P-LkrxCL._AC_UL320_.jpg,https://www.amazon.com/dp/B08JV93V5X,Only 4 left in stock - order soon.,200+ bought in past month,,$1.39$1.39/count,,,,,,6/6/25
amazon,B07JVLGFYZ,"ELECTECK 12 Pack Single Pole Rocker Light Switch, 15A 120/277V, Wallplate Included, UL Certified",ELECTECK Store,,19.99,1.67,4.6,964,3,Light Switches,https://m.media-amazon.com/images/I/71j35uyEibL._AC_UL320_.jpg,https://www.amazon.com/dp/B07JVLGFYZ,,50+ bought in past month,,$1.67$1.67/count,,,,,,6/6/25
amazon,B01N25GTMW,"ENERLITES 3-Way Decorator Paddle Rocker Light Switch, Gloss Finish, Single Pole or Three Way, 3 Wire, Grounding Screw, Residential Grade, 15A 120V/277V, UL Listed, 93150-W-10PCS, White (10 Pack)",ENERLITES Store,,19.79,1.98,4.7,3088,4,Light Switches,https://m.media-amazon.com/images/I/815IXJ8BpFL._AC_UL320_.jpg,https://www.amazon.com/dp/B01N25GTMW,,500+ bought in past month,,$1.98$1.98/count,,,,,,6/6/25
amazon,B0CL1B1LJT,"[20-Pack] PROCURU Decorator Paddle Rocker Light Switch, Single Pole, 3-Wire, Grounding 15A 120V-277V, White, UL Certified, Includes Wall Plate Covers",PROCURU,,36.89,1.84,4.8,125,5,Light Switches,https://m.media-amazon.com/images/I/71IF08WRQDL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CL1B1LJT,,,,$1.84$1.84/count,,,,,,6/6/25
amazon,B0BVKZLT3B,"Leviton Decora Smart Switch, Wi-Fi 2nd Gen, Neutral Wire Required, Works with Matter, My Leviton, Alexa, Google Assistant, Apple Home/Siri & Wired or Wire-Free 3-Way, D215S-1RW, White",Leviton,,37.84,,4.4,762,6,Light Switches,https://m.media-amazon.com/images/I/51RO9t8zXpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BVKZLT3B,,500+ bought in past month,,,,,,,,6/6/25
amazon,B0D3KP68S7,"Kasa Smart Switch 2-Gang HS200-2, Single Pole,Neutral Wire Required, 2.4GHz Wi-Fi Light Switch Compatible with Alexa and Google Home, UL Certified, No Hub Required, White",Kasa,,31.99,34.99,4.4,555,7,Light Switches,https://m.media-amazon.com/images/I/61VngqZKsTL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D3KP68S7,,1K+ bought in past month,,,,,,,,6/6/25
amazon,B000BQUUVC,"Legrand radiant TM873WCC10 15 Amp Rocker Wall Switch, 3-Way Decorator Light Switches, White (1 Count)",Legrand,,3.58,,4.7,7564,8,Light Switches,https://m.media-amazon.com/images/I/61ewxzUcSBL._AC_UL320_.jpg,https://www.amazon.com/dp/B000BQUUVC,,1K+ bought in past month,,,,,,,,6/6/25
amazon,B00004YUO1,"Leviton 5601-2WM 15 Amp, 120/277 Volt, Decora Rocker Single-Pole AC Quiet Switch, Residential Grade, Grounding, 10-Pack, White",Leviton,,19.98,2,4.7,4589,9,Light Switches,https://m.media-amazon.com/images/I/516FYO8vmXL._AC_UL320_.jpg,https://www.amazon.com/dp/B00004YUO1,,500+ bought in past month,,$2.00$2.00/count,,,,,,6/6/25
amazon,B0CN6RV8W8,"ThunderWay Single Pole Decorator Wall Light Switch with Wall Plate, 15A 120V/277V, On/Off Paddle Switch, Residential Grade - UL Listed, White (20)",ThunderWay Store,,32.99,1.65,4.7,551,10,Light Switches,https://m.media-amazon.com/images/I/61ihZ2B1b1L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CN6RV8W8,,100+ bought in past month,,$1.65$1.65/count,,,,,,6/6/25
amazon,B093PVYMZC,"ELEGRP Decorator Triple Rocker Light Switch, Three Single Pole Electrical Paddle Switch, 15A 120V, in-Wall On/Off Switch, Self-grounding, Wall Plate is Included, UL Listed (1 Pack, Glossy White)",ELEGRP,,9.99,,4.6,873,11,Light Switches,https://m.media-amazon.com/images/I/510sJug8LTL._AC_UL320_.jpg,https://www.amazon.com/dp/B093PVYMZC,,200+ bought in past month,,,,,,,,6/6/25
amazon,B0892HCXGS,"Single Pole Double Rocker Light Switches,Greencycle 2 Pack Paddle Light Switches 15 Amp,Sp Decora Switch White,120V-277V AC,On/Off Wall Switch, Residential/Commercial Grade,Home & Office,UL/CUL",greencycle Store,,8.99,4.5,4.6,230,14,Light Switches,https://m.media-amazon.com/images/I/61lxDpZcXsL._AC_UL320_.jpg,https://www.amazon.com/dp/B0892HCXGS,,400+ bought in past month,,$4.50$4.50/count,,,,,,6/6/25
amazon,B0C86LDZLW,"Leviton E5603-MW Decora Edge 15 Amp 3-Way Rocker Switch, 10-Pack, White",Leviton,,37.98,,4.6,430,15,Light Switches,https://m.media-amazon.com/images/I/61uTcWEeusL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C86LDZLW,,500+ bought in past month,,,,,,,,6/6/25
amazon,B005K8XFRW,"Leviton L1461-2C Single-Pole Switch, White",Leviton,,4.35,,4.6,634,16,Light Switches,https://m.media-amazon.com/images/I/51gvQOJUIuS._AC_UL320_.jpg,https://www.amazon.com/dp/B005K8XFRW,,200+ bought in past month,,,,,,,,6/6/25
amazon,B0CBNX6Q51,"TP-Link Tapo Matter Smart Light Switch: Voice Control w/Siri, Alexa & Google Home | UL Certified | Timer & Schedule | Easy Guided Install | Neutral Wire Required | Single Pole | Tapo S505(2-Pack)",TP-Link,,24.99,12.5,4.3,821,17,Light Switches,https://m.media-amazon.com/images/I/61juFJrXcQL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CBNX6Q51,,1K+ bought in past month,,$12.50$12.50/count,,,,,,6/6/25
amazon,B08YMBDGZ8,"Leviton 15 Amp Decora LED Illuminated Light Wall Switch Single-Pole, White, L5611-2W",Leviton,,10.41,13.07,4.7,505,18,Light Switches,https://m.media-amazon.com/images/I/51VSURHZAlL._AC_UL320_.jpg,https://www.amazon.com/dp/B08YMBDGZ8,,500+ bought in past month,,,,,,,,6/6/25
amazon,B07BPVRMHC,"BESTTEN 10 Pack Single Pole Decorator Wall Light Switch with Screwless Wallplate, 15A 120/277V, On/Off Paddle Rocker Interrupter, UL Listed, White",BESTTEN,,23.99,2.4,4.4,786,19,Light Switches,https://m.media-amazon.com/images/I/71y4GqrDRpL._AC_UL320_.jpg,https://www.amazon.com/dp/B07BPVRMHC,,50+ bought in past month,,$2.40$2.40/count,,,,,,6/6/25
amazon,B00081I0EO,"Lutron Claro On/Off Switch, 15-Amp/3-Way, CA-3PS-WH, White",Lutron,,6.98,,4.8,2133,20,Light Switches,https://m.media-amazon.com/images/I/515lF5mCzJL._AC_UL320_.jpg,https://www.amazon.com/dp/B00081I0EO,,500+ bought in past month,,,,,,,,6/6/25
amazon,B0BY29HKMM,"3 Way Decorator Paddle Light Switch, Electrical Rocker Light Switch, Single Pole or Three Way, 3 Wire, 15A 120V/277V, UL Listed, White (20 Pack)",TAKETEK Store,,26.99,1.35,4.6,432,21,Light Switches,https://m.media-amazon.com/images/I/81BIKJUA8-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BY29HKMM,,200+ bought in past month,,$1.35$1.35/count,,,,,,6/6/25
amazon,B0C3VGZ2FM,"ELEGRP Single Pole Toggle Light Switch with Plate, 15 Amp, 120 Volt, Quiet Switch, in Wall On/Off, Self-Grounding, Residential and Commercial Grade, UL (5 Pack, Glossy White)",ELEGRP,,13.99,2.8,4.7,1291,22,Light Switches,https://m.media-amazon.com/images/I/51q1q+V+VjL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3VGZ2FM,,50+ bought in past month,,$2.80$2.80/count,,,,,,6/6/25
amazon,B0CLGCXT96,"ENERLITES Toggle Light Switch with Wall Plate, Single Pole, 15A 120-277V, Grounding Screw, Residential Grade, UL Listed, 88115-WWP-20PCS, White, 20 Pack",ENERLITES Store,,37.99,1.9,4.6,261,23,Light Switches,https://m.media-amazon.com/images/I/61WPXp0xOGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLGCXT96,,50+ bought in past month,,$1.90$1.90/count,,,,,,6/6/25
amazon,B093PWTTHC,"ELEGRP Decorator Double Rocker Light Switch, Two Single Pole Electrical Paddle, 15A 120V, In-Wall On/Off, Self-Grounding, Wall Plate Included, UL Listed (1 Pack, Glossy White)",ELEGRP,,9.99,,4.6,1585,24,Light Switches,https://m.media-amazon.com/images/I/51WMt02B0SL._AC_UL320_.jpg,https://www.amazon.com/dp/B093PWTTHC,,500+ bought in past month,,,,,,,,6/6/25
amazon,B0D62QM98H,"DEWENWILS Dimmer Switch for LED Lights, 600W Incandescent/Halogen and 150W CFL/LED, Single-Pole or 3-Way Dimmer Light Switch, ETL ＆ cUL Listed, White, 2 Packs",GE,,21.99,,4.4,90,1,Dimmer Switches,https://m.media-amazon.com/images/I/61ROB-c9KnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0D62QM98H,,50+ bought in past month,,,,,,,,6/6/25
amazon,B0CT3RFY6K,"Lutron Maestro LED+ Dual Dimmer and Switch | 75-Watt LED Bulbs/2.5A Fans, Single-Pole | MACL-L3S25-WH | White",Lutron,,71.38,,4.3,118,2,Dimmer Switches,https://m.media-amazon.com/images/I/71OAVsRl9xL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CT3RFY6K,,500+ bought in past month,,,,,,,,6/6/25
amazon,B0C7J4YMSZ,Zooz 700 Series Z-Wave Plus 0-10 V Dimmer ZEN54 | Z-Wave Hub Required (Sold Separately),ZOOZ Store,,43.95,,4.4,258,3,Dimmer Switches,https://m.media-amazon.com/images/I/51Xz28ks9CL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C7J4YMSZ,,,,,,,,,,6/6/25
amazon,B0055VD9HK,"Lutron Toggler LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, 150 Watt, Single-Pole or 3-Way, TGCL-153PH-IV, Ivory",Lutron,,22.97,24.97,4.6,2461,4,Dimmer Switches,https://m.media-amazon.com/images/I/71Qr87sbXHL._AC_UL320_.jpg,https://www.amazon.com/dp/B0055VD9HK,,50+ bought in past month,,,,,,,,6/6/25
amazon,B0BX4KH8HV,"Lutron Sunnata Touch Dimmer Switch with Wallplate with LED+ Advanced Technology, for LED and Incandescent, 3 Way/Multi Location, STCL-153MW-WH, White",Lutron,,46.2,,4.6,411,5,Dimmer Switches,https://m.media-amazon.com/images/I/51LrFOIuF-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BX4KH8HV,,200+ bought in past month,,,,,,,,6/6/25
amazon,B0D1QZ78XT,"BESTTEN Super Slim Quiet Dimmer Switch, Max 300W LED, CFL Lights and 600W Incandescent, Halogen, Single Pole or 3-Way Dimmer, Slide Dimmable Light Switch, ETL Listed, White",BESTTEN,,11.99,,4.3,175,6,Dimmer Switches,https://m.media-amazon.com/images/I/61VsZVsTI9L._AC_UL320_.jpg,https://www.amazon.com/dp/B0D1QZ78XT,,50+ bought in past month,,,,,,,,6/6/25
amazon,B09V7HG417,"ELEGRP Digital Rotating Dimmer Switch for Dimmable LED, CFL and Incandescent Light Lamp Bulbs, Single Pole / 3-Way Rotary Dimmer Switch, Wall Plate Included, UL Listed (1 Pack, Matte White)",ELEGRP,,12.99,1.3,4.3,302,7,Dimmer Switches,https://m.media-amazon.com/images/I/417JV3wI56L._AC_UL320_.jpg,https://www.amazon.com/dp/B09V7HG417,,200+ bought in past month,,$1.30$1.30/count,,,,,,6/6/25
amazon,B0DTTB139J,"1-Gang Satin Solid Brass Rotary Dimmer Switch, 15A 120V AC Wall Mount, TRIAC/Leading Edge 1-Way Compatible, Dimmable LED Light Control with Knob, Faceplate & Dimming Module",GE,,76.99,,5,2,8,Dimmer Switches,https://m.media-amazon.com/images/I/61fFYF+EFFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DTTB139J,,,,,,,,,,6/6/25
amazon,B07SXDFH38,"Feit Electric Smart Dimmer Switch, Neutral Wire Required for Installation, Compatible with Amazon Alexa and Google Assistant, Smart Dimmer Light Switch, White, Model:DIM/WiFi",Amazon,,18.69,24.99,4.3,1483,9,Dimmer Switches,https://m.media-amazon.com/images/I/61xANNrUY7L._AC_UL320_.jpg,https://www.amazon.com/dp/B07SXDFH38,,200+ bought in past month,,,,,,,,6/6/25
amazon,B00P4FGRYO,"Lutron Diva LED+ Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, 150W/Single-Pole or 3-Way, Light Almond (2-Pack)",Lutron,,65.95,,4.9,5,10,Dimmer Switches,https://m.media-amazon.com/images/I/51qTTm7IrQL._AC_UL320_.jpg,https://www.amazon.com/dp/B00P4FGRYO,,,,,,,,,,6/6/25
amazon,B08PKMT2DV,"Philips Hue Smart Wireless Dimmer Switch V2 (Installation-Free, Exclusive Philips Hue Lights) for Indoor Home Lighting, Livingroom, Bedroom",Philips Hue,,31,,4.7,12567,11,Dimmer Switches,https://m.media-amazon.com/images/I/51HHVsvXi7L._AC_UL320_.jpg,https://www.amazon.com/dp/B08PKMT2DV,,600+ bought in past month,,,,,,,,6/6/25
amazon,B0DG6G2SGZ,"Kasa Smart Dimmer Switch HS220, Single Pole, Needs Neutral Wire, 2.4GHz Wi-Fi Light Switch Compatible with Alexa and Google Home, UL Certified, No Hub Required, Black",Kasa,,21.99,5,4.5,41955,12,Dimmer Switches,https://m.media-amazon.com/images/I/61C3hsyi5HL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DG6G2SGZ,,300+ bought in past month,,,,,,,,6/6/25
amazon,B0076HPMK8,"Leviton IllumaTech Dimmer Switch for Dimmable LED, Halogen and Incandescent Bulbs, IPL06-10Z, White with Ivory and Light Almond Faceplates",Leviton,,24.76,27.24,4.3,437,13,Dimmer Switches,https://m.media-amazon.com/images/I/71hhyRy4i5L._AC_UL320_.jpg,https://www.amazon.com/dp/B0076HPMK8,,50+ bought in past month,,,,,,,,6/6/25
amazon,B01N1229L4,"Legrand Pass & Seymour LSCLDC163PWCCV4 450W LS Series Preset Dimmer Light Switch for Dimmable LED and CFL Bulbs Plus 1.6A Fan Control, Single Pole/3-Way, White (1 Count)",Legrand,,39.79,,4.3,366,14,Dimmer Switches,https://m.media-amazon.com/images/I/71A65-hOa9L._AC_UL320_.jpg,https://www.amazon.com/dp/B01N1229L4,,100+ bought in past month,,,,,,,,6/6/25
amazon,B08JTFN5CN,"BESTTEN Super Slim Digital Led Dimmer Switch with Air Gap Power Cut Off Switch, 3 Button Control, Single Pole or 3 Way Dimmable Dimmer, Screwless Wallplate Included, ETL Listed, White",BESTTEN,,14.99,18.99,4.1,247,15,Dimmer Switches,https://m.media-amazon.com/images/I/61dRC+XYaFL._AC_UL320_.jpg,https://www.amazon.com/dp/B08JTFN5CN,,50+ bought in past month,,,,,,,,6/6/25
amazon,B09LLY51DL,"GHome Smart Dimmer Switch Work with Alexa Google Home, Single Pole 2.4GHz Wi-Fi Switch for Dimmable LED CFL INC Light Bulbs, Neutral Wire Required, Not 3 Way, No Hub Required, 4Pack",GHome Store,,52.99,13.25,4.4,690,17,Dimmer Switches,https://m.media-amazon.com/images/I/61jy3j37VQL._AC_UL320_.jpg,https://www.amazon.com/dp/B09LLY51DL,,50+ bought in past month,,$13.25$13.25/count,,,,,,6/6/25
amazon,B0734VSNGH,"Legrand radiant RH453PDBCCV6 450W Preset Decorator Rocker Dimmer Light Switch with Locator Light for Dimmable LED and CFL Bulbs, Single Pole/3-Way, Dark Bronze (1 Count)",Legrand,,34.88,,4.7,558,18,Dimmer Switches,https://m.media-amazon.com/images/I/61dJd-r4TWL._AC_UL320_.jpg,https://www.amazon.com/dp/B0734VSNGH,,100+ bought in past month,,,,,,,,6/6/25
amazon,B0DBJ9RC3M,"Lutron Diva Smart Dimmer Switch ELV+ for Caseta Smart Lighting (Lutron Smart Hub Required), 250-Watt LED, Neutral Required, DVRF-5NE-WH, White",Lutron,,139.95,,4.7,27,19,Dimmer Switches,https://m.media-amazon.com/images/I/71DuXyJNatL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DBJ9RC3M,,100+ bought in past month,,,,,,,,6/6/25
amazon,B07RNJ351J,"2Pack UL Listed Rotary Dimmer Switch with1.8m/5.9ft Extension Power Cord for Halogen and Incandescent Bulbs lamp, Compatible with LED dimmable Lights",GE,,13.98,,4.3,1432,20,Dimmer Switches,https://m.media-amazon.com/images/I/613+17ZoRGL._AC_UL320_.jpg,https://www.amazon.com/dp/B07RNJ351J,,50+ bought in past month,,,,,,,,6/6/25
amazon,B07KZJRQYW,"Maxxima LED Slide Dimmer Rocker Switch - 3-Way/Single Pole Compatible, Decorative Electrical Light Switch, 600 Watt Max, LED Compatible for Indoor Home Use, Wall Plate Cover Included - Ivory",Maxxima Store,,13.99,,4.3,3112,23,Dimmer Switches,https://m.media-amazon.com/images/I/515pL6dsz5L._AC_UL320_.jpg,https://www.amazon.com/dp/B07KZJRQYW,,,,,,,,,,6/6/25
amazon,B092ZGJ3PB,"0-10V LED Dimmer Switch, Low Voltage Dimmer Switch for Dimmable LED Lights, CFL, Halogen and Incandescent Bulbs, Single-Pole or 3-Way, Wallplate Included, ETL Listed (White, 1 Pack)",GE,,23.59,5.49,4.2,218,24,Dimmer Switches,https://m.media-amazon.com/images/I/511sO2Q9pgL._AC_UL320_.jpg,https://www.amazon.com/dp/B092ZGJ3PB,,100+ bought in past month,,$5.49$5.49/ounce,,,,,,6/6/25
amazon,B0DS666CFY,"Amico Dimmer Light Switch, Single-Pole or 3-Way Slide Dimmer Switches for Led Lights, Suitable for 150W Dimmable LED/CFL Lights and 600W Incandescent/Halogen, Wall Plate Included, Ivory, 2 Pack",GE,,25.99,13,5,3,2,Dimmer Switches,https://m.media-amazon.com/images/I/51v1n8TMSLL._AC_UL320_.jpg,https://www.amazon.com/dp/B0DS666CFY,Only 5 left in stock - order soon.,,,$13.00$13.00/count,,,,,,6/6/25
amazon,B08VVTYJLC,"Legrand Radiant RH453PWPW 450W Preset Decorator Rocker Dimmer Light Switch with Locator Light and Screwless Wall Plate for Dimmable LED and CFL Bulbs, Single Pole/3-Way, White (1 Count)",Legrand,,26.54,,4.5,77,4,Dimmer Switches,https://m.media-amazon.com/images/I/61I3ALFFNbL._AC_UL320_.jpg,https://www.amazon.com/dp/B08VVTYJLC,,,,,,,,,,6/6/25
amazon,B0BWBMHCP3,"Eaton Universal Slide Dimmer 120V, Light Almond/White/Ivory",Eaton,,19.29,,4.4,19,7,Dimmer Switches,https://m.media-amazon.com/images/I/71s2MR9lkVL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BWBMHCP3,,,,,,,,,,6/6/25
amazon,B0037NXT3C,"Leviton IllumaTech Dimmer Switch for 0-10V LED, Mark 7 Florescent Ballasts, wth LED Locator Light, IP710-DLZ, White with Ivory and Light Almond Faceplates",Leviton,,59.91,,4.3,199,10,Dimmer Switches,https://m.media-amazon.com/images/I/51g2xefJl7L._AC_UL320_.jpg,https://www.amazon.com/dp/B0037NXT3C,,50+ bought in past month,,,,,,,,6/6/25
amazon,B07JD57RWC,"TOPGREENER Kalide Dimmer Light Switch, Pair with 12V Power Supply, 3-Way or Single-Pole, 12/24 V LED Dimmer Switch, TGSDS-1224-W, White",TOPGREENER Store,,29.99,,3.8,102,11,Dimmer Switches,https://m.media-amazon.com/images/I/71983psfRIL._AC_UL320_.jpg,https://www.amazon.com/dp/B07JD57RWC,,,,,,,,,,6/6/25
amazon,B07CKNWGN4,"TREATLIFE Smart Dimmer Switch, Single-Pole Smart Switch for Dimmable Bulbs, 2.4GHz WiFi Smart Light Switch Works with Alexa and Google Home, APP Remote Control, Neutral Wire Required",TREATLIFE,,19.99,,4.4,4101,12,Dimmer Switches,https://m.media-amazon.com/images/I/613DKJfa0vL._AC_UL320_.jpg,https://www.amazon.com/dp/B07CKNWGN4,,200+ bought in past month,,,,,,,,6/6/25
amazon,B082LK16TH,"GE CYNC Smart Dimmer Light Switch, No Neutral Wire Required, Bluetooth and 2.4 GHz WiFi 3-Wire Switch, Works with Amazon Alexa and Google Home, White (1 Pack)",Amazon,,44.97,54.99,3.9,2167,13,Dimmer Switches,https://m.media-amazon.com/images/I/71Cd4r9gcdL._AC_UL320_.jpg,https://www.amazon.com/dp/B082LK16TH,Only 4 left in stock - order soon.,50+ bought in past month,,,,,,,,6/6/25
amazon,B0CLG1L3N4,Leviton Decora Smart No-Neutral Dimmer & Wi-Fi Bridge Kit for Older Homes Without a Neutral Wire (Works with My Leviton App for controlling light),Leviton,,47.59,54.99,4.1,341,14,Dimmer Switches,https://m.media-amazon.com/images/I/41L4kTFmJVL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CLG1L3N4,,50+ bought in past month,,,,,,,,6/6/25
